Data used for the WHO UNICEF coverage estimates 2024 revision (completed July 2025),,,,,,,,,,,,,
ISO3,surveyNameEnglish,surveyNameProduction,collectBegin,collectEnd,cohortYear,vaccine,evidence,cardsSeen,validity,ageVaccination,ageInterview,coverage,denominator
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,BCG,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,50.5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,BCG,Record,18.2,CRUDE,0-23 m,12-23 m,16.9,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,BCG,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,51.5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,BCG,Recall,18.2,CRUDE,0-23 m,12-23 m,34.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP1,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,46.4,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP1,Record,18.2,CRUDE,0-23 m,12-23 m,17,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP1,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,48.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP1,Recall,18.2,CRUDE,0-23 m,12-23 m,31.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP3,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,28.1,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP3,Record,18.2,CRUDE,0-23 m,12-23 m,14.1,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP3,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,29.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,DTP3,Recall,18.2,CRUDE,0-23 m,12-23 m,15.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,FULL,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,10.9,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,FULL,Record,18.2,CRUDE,0-23 m,12-23 m,11.5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,FULL,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,16.4,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,FULL,Recall,18.2,CRUDE,0-23 m,12-23 m,5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,MCV1,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,38.3,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,MCV1,Record,18.2,CRUDE,0-23 m,12-23 m,13.9,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,MCV1,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,44,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,MCV1,Recall,18.2,CRUDE,0-23 m,12-23 m,30.1,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,PAB,NOT USED,,CRUDE,,CBAW,50.8,6427
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL1,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,52.5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL1,Record,18.2,CRUDE,0-23 m,12-23 m,15.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL1,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,55.6,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL1,Recall,18.2,CRUDE,0-23 m,12-23 m,39.9,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL3,Record or Recall<12m,18.2,CRUDE,0-12 m,12-23 m,27.5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL3,Record,18.2,CRUDE,0-23 m,12-23 m,12.9,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL3,Record or Recall,18.2,CRUDE,0-23 m,12-23 m,29.4,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,POL3,Recall,18.2,CRUDE,0-23 m,12-23 m,16.5,3187
NGA,Nigeria Multiple Indicator Cluster Survey 2007,Nigeria Multiple Indicator Cluster Survey 2007,2007-03,2007-04,2006,TT2+,NOT USED,,CRUDE,,CBAW,47.2,6427
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,BCG,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,47.9,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,BCG,Record,26.1,CRUDE,0-23 m,12-23 m,23.7,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,BCG,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,49.7,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,BCG,Recall,26.1,CRUDE,0-23 m,12-23 m,25.9,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP1,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,49.4,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP1,Record,26.1,CRUDE,0-23 m,12-23 m,24.9,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP1,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,52,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP1,Recall,26.1,CRUDE,0-23 m,12-23 m,27.1,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP3,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,32.8,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP3,Record,26.1,CRUDE,0-23 m,12-23 m,20.2,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP3,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,35.4,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,DTP3,Recall,26.1,CRUDE,0-23 m,12-23 m,15.2,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,FULL,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,19.2,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,FULL,Record,26.1,CRUDE,0-23 m,12-23 m,15.7,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,FULL,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,22.7,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,FULL,Recall,26.1,CRUDE,0-23 m,12-23 m,7,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,MCV1,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,33.6,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,MCV1,Record,26.1,CRUDE,0-23 m,12-23 m,19.4,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,MCV1,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,41.4,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,MCV1,Recall,26.1,CRUDE,0-23 m,12-23 m,22.1,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,PAB,NOT USED,,CRUDE,,CBAW,48,17635
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL1,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,64.1,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL1,Record,26.1,CRUDE,0-23 m,12-23 m,24.4,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL1,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,67.8,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL1,Recall,26.1,CRUDE,0-23 m,12-23 m,43.4,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL3,Record or Recall<12m,26.1,CRUDE,0-12 m,12-23 m,36,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL3,Record,26.1,CRUDE,0-23 m,12-23 m,19.2,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL3,Record or Recall,26.1,CRUDE,0-23 m,12-23 m,38.7,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,POL3,Recall,26.1,CRUDE,0-23 m,12-23 m,19.5,4945
NGA,Nigeria Demographic and Health Survey 2008,Nigeria Demographic and Health Survey 2008,2008-06,2008-10,2007,TT2+,NOT USED,,CRUDE,,CBAW,45.3,17635
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,BCG,Record,39.9,CRUDE,0-23 m,12-23 m,32.7,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,BCG,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,76.4,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,DTP1,Record,39.9,CRUDE,0-23 m,12-23 m,28.9,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,DTP1,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,73.4,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,DTP3,Record,39.9,CRUDE,0-23 m,12-23 m,24.7,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,DTP3,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,67.7,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,MCV1,Record,39.9,CRUDE,0-23 m,12-23 m,21.5,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,MCV1,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,63.6,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,POL1,Record,39.9,CRUDE,0-23 m,12-23 m,27.3,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,POL1,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,78.1,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,POL3,Record,39.9,CRUDE,0-23 m,12-23 m,23.4,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,POL3,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,74,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,TT2+,Record or Recall,,CRUDE,,CBAW,58.3,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,YFV,Record,39.9,CRUDE,0-23 m,12-23 m,20.5,19551
NGA,Nigeria 2010 National Immunization Coverage Survey,Nigeria 2010 National Immunization Coverage Survey,2010-10,2010-10,2009,YFV,Record or Recall,39.9,CRUDE,0-23 m,12-23 m,60.1,19551
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,BCG,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,61.7,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,BCG,Record,24.4,CRUDE,0-23 m,12-23 m,28.5,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,BCG,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,62.4,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,BCG,Recall,24.4,CRUDE,0-23 m,12-23 m,33.9,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP1,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,59.3,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP1,Record,24.4,CRUDE,0-23 m,12-23 m,29.3,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP1,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,60.4,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP1,Recall,24.4,CRUDE,0-23 m,12-23 m,31.1,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP3,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,42.6,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP3,Record,24.4,CRUDE,0-23 m,12-23 m,26.5,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP3,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,44.7,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,DTP3,Recall,24.4,CRUDE,0-23 m,12-23 m,18.2,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,FULL,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,19.6,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,FULL,Record,24.4,CRUDE,0-23 m,12-23 m,23,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,FULL,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,27.6,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,FULL,Recall,24.4,CRUDE,0-23 m,12-23 m,4.6,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB1,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,54.1,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB1,Record,24.4,CRUDE,0-23 m,12-23 m,28.8,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB1,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,55.1,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB1,Recall,24.4,CRUDE,0-23 m,12-23 m,26.3,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB3,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,34,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB3,Record,24.4,CRUDE,0-23 m,12-23 m,26.1,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB3,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,35.9,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPB3,Recall,24.4,CRUDE,0-23 m,12-23 m,9.8,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPBB,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,29,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPBB,Record,24.4,CRUDE,0-23 m,12-23 m,17.7,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPBB,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,29.3,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,HEPBB,Recall,24.4,CRUDE,0-23 m,12-23 m,11.6,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,MCV1,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,49.2,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,MCV1,Record,24.4,CRUDE,0-23 m,12-23 m,23.8,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,MCV1,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,55.6,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,MCV1,Recall,24.4,CRUDE,0-23 m,12-23 m,31.7,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL1,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,74.8,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL1,Record,24.4,CRUDE,0-23 m,12-23 m,28.3,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL1,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,76.4,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL1,Recall,24.4,CRUDE,0-23 m,12-23 m,48.1,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL3,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,46.1,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL3,Record,24.4,CRUDE,0-23 m,12-23 m,25.3,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL3,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,48.8,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,POL3,Recall,24.4,CRUDE,0-23 m,12-23 m,23.5,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,YFV,Record or Recall<12m,24.4,CRUDE,0-12 m,12-23 m,40.4,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,YFV,Record,24.4,CRUDE,0-23 m,12-23 m,22.9,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,YFV,Record or Recall,24.4,CRUDE,0-23 m,12-23 m,50.1,4986
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2010,YFV,Recall,24.4,CRUDE,0-23 m,12-23 m,27.1,
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2011,PAB,Record or Recall,,CRUDE,,CBAW,55.2,9879
NGA,Nigeria Multiple Indicator Cluster Survey 2011,Nigeria Multiple Indicator Cluster Survey 2011,2011-02,2011-03,2011,TT2+,Record or Recall,,CRUDE,,CBAW,50.9,9879
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,BCG,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,50.3,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,BCG,Record,28,CRUDE,0-23 m,12-23 m,27,1650
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,BCG,Record or Recall,28,CRUDE,0-23 m,12-23 m,51.2,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,BCG,Recall,28,CRUDE,0-23 m,12-23 m,24.1,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP1,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,49.6,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP1,Record,28,CRUDE,0-23 m,12-23 m,26.7,1650
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP1,Record or Recall,28,CRUDE,0-23 m,12-23 m,50.6,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP1,Recall,28,CRUDE,0-23 m,12-23 m,23.9,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP3,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,36.2,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP3,Record,28,CRUDE,0-23 m,12-23 m,22.2,1650
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP3,Record or Recall,28,CRUDE,0-23 m,12-23 m,38.2,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,DTP3,Recall,28,CRUDE,0-23 m,12-23 m,16,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,FULL,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,21.4,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,FULL,Record,28,CRUDE,0-23 m,12-23 m,19,1650
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,FULL,Record or Recall,28,CRUDE,0-23 m,12-23 m,25.3,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,FULL,Recall,28,CRUDE,0-23 m,12-23 m,6.3,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,MCV1,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,35.1,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,MCV1,Record,28,CRUDE,0-23 m,12-23 m,21.1,1650
