Data used for the WHO UNICEF coverage estimates 2024 revision (completed July 2025),,,,,,,,,,,,,
ISO3,surveyNameEnglish,surveyNameProduction,collectBegin,collectEnd,cohortYear,vaccine,evidence,cardsSeen,validity,ageVaccination,ageInterview,coverage,denominator
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,MCV1,Record or Recall,28,CRUDE,0-23 m,12-23 m,42.1,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,MCV1,Recall,28,CRUDE,0-23 m,12-23 m,21,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,PAB,NOT USED,,CRUDE,,CBAW,52.8,20467
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL1,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,75,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL1,Record,28,CRUDE,0-23 m,12-23 m,26.8,1650
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL1,Record or Recall,28,CRUDE,0-23 m,12-23 m,76.5,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL1,Recall,28,CRUDE,0-23 m,12-23 m,49.7,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL3,Record or Recall<12m,28,CRUDE,0-12 m,12-23 m,51.2,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL3,Record,28,CRUDE,0-23 m,12-23 m,22.7,1650
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL3,Record or Recall,28,CRUDE,0-23 m,12-23 m,53.6,5900
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,POL3,Recall,28,CRUDE,0-23 m,12-23 m,30.8,4250
NGA,Nigeria Demographic and Health Survey 2013,Nigeria Demographic and Health Survey 2013,2013-02,2013-06,2012,TT2+,NOT USED,,CRUDE,,CBAW,48.4,20467
NGA,"Summary Findings of Cross-Sectional Health and Nutrition Survey, Nigeria 2013","Summary Findings of Cross-Sectional Health and Nutrition Survey, Nigeria 2013",2013-07,2013-09,2012,DTP1,Record or Recall,,CRUDE,0-23 m,12-23 m,33.7,3625
NGA,"Summary Findings of Cross-Sectional Health and Nutrition Survey, Nigeria 2013","Summary Findings of Cross-Sectional Health and Nutrition Survey, Nigeria 2013",2013-07,2013-09,2012,DTP3,Record or Recall,,CRUDE,0-23 m,12-23 m,25,3625
NGA,"Summary Findings of Cross-Sectional Health and Nutrition Survey, Nigeria 2013","Summary Findings of Cross-Sectional Health and Nutrition Survey, Nigeria 2013",2013-07,2013-09,2012,MCV1,Record or Recall,,CRUDE,0-23 m,12-23 m,26.9,3625
NGA,"Nigeria National Nutrition and Health Survey, 2015","Nigeria National Nutrition and Health Survey, 2015",2015-07,2015-09,2014,DTP1,Record or Recall,34.4,CRUDE,0-23 m,12-23 m,63.5,4205
NGA,"Nigeria National Nutrition and Health Survey, 2015","Nigeria National Nutrition and Health Survey, 2015",2015-07,2015-09,2014,DTP3,Record or Recall,34.4,CRUDE,0-23 m,12-23 m,48.8,4205
NGA,"Nigeria National Nutrition and Health Survey, 2015","Nigeria National Nutrition and Health Survey, 2015",2015-07,2015-09,2014,MCV1,Record or Recall,34.4,CRUDE,0-23 m,12-23 m,50.6,4205
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,BCG,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,49.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,BCG,Record,,CRUDE,0-35 m,24-35 m,18.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,BCG,Record or Recall,,CRUDE,0-35 m,24-35 m,50.9,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,BCG,Recall,,CRUDE,0-35 m,24-35 m,32.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,44.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP1,Record,,CRUDE,0-35 m,24-35 m,18.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP1,Record or Recall,,CRUDE,0-35 m,24-35 m,47.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP1,Recall,,CRUDE,0-35 m,24-35 m,29.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP2,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,35.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP2,Record,,CRUDE,0-35 m,24-35 m,16.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP2,Record or Recall,,CRUDE,0-35 m,24-35 m,38.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP2,Recall,,CRUDE,0-35 m,24-35 m,21.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP3,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,28.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP3,Record,,CRUDE,0-35 m,24-35 m,15.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP3,Record or Recall,,CRUDE,0-35 m,24-35 m,32.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,DTP3,Recall,,CRUDE,0-35 m,24-35 m,16.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,FULL,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,11.9,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,FULL,Record,,CRUDE,0-35 m,24-35 m,11.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,FULL,Record or Recall,,CRUDE,0-35 m,24-35 m,18.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,FULL,Recall,,CRUDE,0-35 m,24-35 m,7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,44.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB1,Record,,CRUDE,0-35 m,24-35 m,18.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB1,Record or Recall,,CRUDE,0-35 m,24-35 m,47.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB1,Recall,,CRUDE,0-35 m,24-35 m,29.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB3,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,28.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB3,Record,,CRUDE,0-35 m,24-35 m,15.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB3,Record or Recall,,CRUDE,0-35 m,24-35 m,32.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPB3,Recall,,CRUDE,0-35 m,24-35 m,16.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPBB,Record,,CRUDE,0-35 m,24-35 m,16.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HEPBB,Recall,,CRUDE,0-35 m,24-35 m,14.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,44.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB1,Record,,CRUDE,0-35 m,24-35 m,18.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB1,Record or Recall,,CRUDE,0-35 m,24-35 m,47.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB1,Recall,,CRUDE,0-35 m,24-35 m,29.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB3,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,28.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB3,Record,,CRUDE,0-35 m,24-35 m,15.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB3,Record or Recall,,CRUDE,0-35 m,24-35 m,32.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,HIB3,Recall,,CRUDE,0-35 m,24-35 m,16.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,IPV1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,29.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,IPV1,Record,,CRUDE,0-35 m,24-35 m,8.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,IPV1,Record or Recall,,CRUDE,0-35 m,24-35 m,38.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,IPV1,Recall,,CRUDE,0-35 m,24-35 m,30.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,MCV1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,36.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,MCV1,Record,,CRUDE,0-35 m,24-35 m,15,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,MCV1,Record or Recall,,CRUDE,0-35 m,24-35 m,44.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,MCV1,Recall,,CRUDE,0-35 m,24-35 m,29.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,36.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV1,Record,,CRUDE,0-35 m,24-35 m,12.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV1,Record or Recall,,CRUDE,0-35 m,24-35 m,39.9,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV1,Recall,,CRUDE,0-35 m,24-35 m,27.6,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV2,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,27.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV2,Record,,CRUDE,0-35 m,24-35 m,11,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV2,Record or Recall,,CRUDE,0-35 m,24-35 m,30.8,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV2,Recall,,CRUDE,0-35 m,24-35 m,19.9,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV3,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,21.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV3,Record,,CRUDE,0-35 m,24-35 m,10.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV3,Record or Recall,,CRUDE,0-35 m,24-35 m,25.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,PCV3,Recall,,CRUDE,0-35 m,24-35 m,15,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL1,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,45.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL1,Record,,CRUDE,0-35 m,24-35 m,17.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL1,Record or Recall,,CRUDE,0-35 m,24-35 m,48.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL1,Recall,,CRUDE,0-35 m,24-35 m,31.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL2,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,38.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL2,Record,,CRUDE,0-35 m,24-35 m,16,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL2,Record or Recall,,CRUDE,0-35 m,24-35 m,42.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL2,Recall,,CRUDE,0-35 m,24-35 m,26.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL3,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,26.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL3,Record,,CRUDE,0-35 m,24-35 m,14.5,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL3,Record or Recall,,CRUDE,0-35 m,24-35 m,30.2,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,POL3,Recall,,CRUDE,0-35 m,24-35 m,15.7,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,YFV,Record or Recall<12m,,CRUDE,0-12 m,24-35 m,33.4,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,YFV,Record,,CRUDE,0-35 m,24-35 m,14.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,YFV,Record or Recall,,CRUDE,0-35 m,24-35 m,41.3,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2014,YFV,Recall,,CRUDE,0-35 m,24-35 m,27.1,5514
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,BCG,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,52.8,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,BCG,Record,29,CRUDE,0-23 m,12-23 m,27.8,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,BCG,Record or Recall,29,CRUDE,0-23 m,12-23 m,53.1,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,BCG,Recall,29,CRUDE,0-23 m,12-23 m,25.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP1,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,48.8,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP1,Record,29,CRUDE,0-23 m,12-23 m,26.9,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP1,Record or Recall,29,CRUDE,0-23 m,12-23 m,49.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP1,Recall,29,CRUDE,0-23 m,12-23 m,22.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP2,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,40.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP2,Record,29,CRUDE,0-23 m,12-23 m,24.7,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP2,Record or Recall,29,CRUDE,0-23 m,12-23 m,40.8,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP2,Recall,29,CRUDE,0-23 m,12-23 m,16,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP3,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,33.6,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP3,Record,29,CRUDE,0-23 m,12-23 m,23,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP3,Record or Recall,29,CRUDE,0-23 m,12-23 m,34.4,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,DTP3,Recall,29,CRUDE,0-23 m,12-23 m,11.4,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,FULL,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,17.5,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,FULL,Record,29,CRUDE,0-23 m,12-23 m,16.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,FULL,Record or Recall,29,CRUDE,0-23 m,12-23 m,21,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,FULL,Recall,29,CRUDE,0-23 m,12-23 m,4.7,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB1,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,48.8,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB1,Record,29,CRUDE,0-23 m,12-23 m,26.9,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB1,Record or Recall,29,CRUDE,0-23 m,12-23 m,49.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB1,Recall,29,CRUDE,0-23 m,12-23 m,22.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB3,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,33.6,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB3,Record,29,CRUDE,0-23 m,12-23 m,23,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB3,Record or Recall,29,CRUDE,0-23 m,12-23 m,34.4,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPB3,Recall,29,CRUDE,0-23 m,12-23 m,11.4,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPBB,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,30,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPBB,Record,29,CRUDE,0-23 m,12-23 m,20.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPBB,Record or Recall,29,CRUDE,0-23 m,12-23 m,30.1,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HEPBB,Recall,29,CRUDE,0-23 m,12-23 m,9.7,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HIB1,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,48.8,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HIB1,Record,29,CRUDE,0-23 m,12-23 m,26.9,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HIB1,Record or Recall,29,CRUDE,0-23 m,12-23 m,49.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HIB1,Recall,29,CRUDE,0-23 m,12-23 m,22.3,5535
NGA,Nigeria Multiple Indicator Cluster Survey 2016-2017,Nigeria Multiple Indicator Cluster Survey 2016-2017,2016-09,2017-01,2015,HIB3,Record or Recall<12m,29,CRUDE,0-12 m,12-23 m,33.6,5535
